"scripts","detailing","lagged_scripts","mean_samples","doctorType"
7,3,0,0.0652173913043478,"Other Specialist"
13,5,7,0.0652173913043478,"Other Specialist"
4,3,13,0.0652173913043478,"Other Specialist"
13,3,4,0.0652173913043478,"Other Specialist"
20,3,13,0.0652173913043478,"Other Specialist"
4,2,20,0.0652173913043478,"Other Specialist"
0,3,4,0.0652173913043478,"Other Specialist"
6,1,0,0.0652173913043478,"Other Specialist"
9,3,6,0.0652173913043478,"Other Specialist"
11,4,9,0.0652173913043478,"Other Specialist"
6,5,11,0.0652173913043478,"Other Specialist"
0,2,0,0.426086956521739,"Other Specialist"
1,1,0,0.426086956521739,"Other Specialist"
0,1,1,0.426086956521739,"Other Specialist"
1,3,0,0.426086956521739,"Other Specialist"
0,1,1,0.426086956521739,"Other Specialist"
0,0,0,0.426086956521739,"Other Specialist"
0,2,0,0.426086956521739,"Other Specialist"
0,3,0,0.426086956521739,"Other Specialist"
0,2,0,0.426086956521739,"Other Specialist"
0,1,0,0.426086956521739,"Other Specialist"
1,2,0,0.426086956521739,"Other Specialist"
0,1,1,0.426086956521739,"Other Specialist"
0,1,0,0.426086956521739,"Other Specialist"
2,1,0,0.426086956521739,"Other Specialist"
0,0,2,0.426086956521739,"Other Specialist"
0,2,0,0.426086956521739,"Other Specialist"
2,2,0,0.426086956521739,"Other Specialist"
1,2,2,0.426086956521739,"Other Specialist"
3,3,1,0.426086956521739,"Other Specialist"
3,6,3,0.426086956521739,"Other Specialist"
0,5,3,0.426086956521739,"Other Specialist"
2,4,0,0.426086956521739,"Other Specialist"
2,7,2,0.426086956521739,"Other Specialist"
3,2,4,0.882608695652174,"General Physician"
3,4,3,0.882608695652174,"General Physician"
1,3,3,0.882608695652174,"General Physician"
4,3,1,0.882608695652174,"General Physician"
4,2,4,0.882608695652174,"General Physician"
4,3,4,0.882608695652174,"General Physician"
2,3,4,0.882608695652174,"General Physician"
7,4,2,0.882608695652174,"General Physician"
5,1,7,0.882608695652174,"General Physician"
2,4,5,0.882608695652174,"General Physician"
1,3,2,0.882608695652174,"General Physician"
4,2,1,0.882608695652174,"General Physician"
8,2,4,0.882608695652174,"General Physician"
4,2,8,0.882608695652174,"General Physician"
3,2,4,0.882608695652174,"General Physician"
1,1,3,0.882608695652174,"General Physician"
3,1,1,0.882608695652174,"General Physician"
0,4,3,0.882608695652174,"General Physician"
3,4,0,0.882608695652174,"General Physician"
5,3,3,0.882608695652174,"General Physician"
5,0,5,0.882608695652174,"General Physician"
0,1,5,0.882608695652174,"General Physician"
2,2,0,0.882608695652174,"General Physician"
1,0,0,0.439130434782609,"Area Specialist"
2,0,1,0.439130434782609,"Area Specialist"
4,2,2,0.439130434782609,"Area Specialist"
1,0,4,0.439130434782609,"Area Specialist"
6,2,1,0.439130434782609,"Area Specialist"
10,1,6,0.439130434782609,"Area Specialist"
2,1,10,0.439130434782609,"Area Specialist"
5,1,2,0.439130434782609,"Area Specialist"
5,1,5,0.439130434782609,"Area Specialist"
5,1,5,0.439130434782609,"Area Specialist"
5,3,5,0.439130434782609,"Area Specialist"
5,1,5,0.439130434782609,"Area Specialist"
3,1,5,0.439130434782609,"Area Specialist"
3,4,3,0.439130434782609,"Area Specialist"
3,0,3,0.439130434782609,"Area Specialist"
3,1,3,0.439130434782609,"Area Specialist"
3,2,3,0.439130434782609,"Area Specialist"
4,1,3,0.439130434782609,"Area Specialist"
5,4,4,0.439130434782609,"Area Specialist"
7,0,5,0.439130434782609,"Area Specialist"
8,5,7,0.439130434782609,"Area Specialist"
2,3,8,0.439130434782609,"Area Specialist"
10,2,2,0.439130434782609,"Area Specialist"
0,2,0,0.0695652173913043,"Other Specialist"
0,2,0,0.0695652173913043,"Other Specialist"
0,0,0,0.0695652173913043,"Other Specialist"
0,1,0,0.0695652173913043,"Other Specialist"
0,1,0,0.0695652173913043,"Other Specialist"
0,0,0,0.0695652173913043,"Other Specialist"
2,1,0,0.0695652173913043,"Other Specialist"
0,1,2,0.0695652173913043,"Other Specialist"
0,0,0,0.0695652173913043,"Other Specialist"
0,2,0,0.0695652173913043,"Other Specialist"
1,0,0,0.0695652173913043,"Other Specialist"
1,0,1,0.0695652173913043,"Other Specialist"
1,0,1,0.0695652173913043,"Other Specialist"
1,0,1,0.0695652173913043,"Other Specialist"
1,0,1,0.0695652173913043,"Other Specialist"
1,1,1,0.0695652173913043,"Other Specialist"
1,0,1,0.0695652173913043,"Other Specialist"
1,1,1,0.0695652173913043,"Other Specialist"
1,2,1,0.0695652173913043,"Other Specialist"
1,3,1,0.0695652173913043,"Other Specialist"
0,4,1,0.0695652173913043,"Other Specialist"
0,2,0,0.0695652173913043,"Other Specialist"
0,1,0,0.0695652173913043,"Other Specialist"
7,1,1,1.09565217391304,"General Physician"
4,2,7,1.09565217391304,"General Physician"
3,4,4,1.09565217391304,"General Physician"
2,3,3,1.09565217391304,"General Physician"
8,3,2,1.09565217391304,"General Physician"
3,2,8,1.09565217391304,"General Physician"
5,5,3,1.09565217391304,"General Physician"
4,5,5,1.09565217391304,"General Physician"
5,3,4,1.09565217391304,"General Physician"
4,2,5,1.09565217391304,"General Physician"
2,2,4,1.09565217391304,"General Physician"
11,1,2,1.09565217391304,"General Physician"
10,0,11,1.09565217391304,"General Physician"
6,1,10,1.09565217391304,"General Physician"
6,2,6,1.09565217391304,"General Physician"
6,2,6,1.09565217391304,"General Physician"
7,2,6,1.09565217391304,"General Physician"
7,3,7,1.09565217391304,"General Physician"
14,3,7,1.09565217391304,"General Physician"
4,1,14,1.09565217391304,"General Physician"
12,4,4,1.09565217391304,"General Physician"
13,3,12,1.09565217391304,"General Physician"
5,6,13,1.09565217391304,"General Physician"
9,1,15,0.282608695652174,"Other Specialist"
7,1,9,0.282608695652174,"Other Specialist"
5,2,7,0.282608695652174,"Other Specialist"
1,1,5,0.282608695652174,"Other Specialist"
3,1,1,0.282608695652174,"Other Specialist"
3,1,3,0.282608695652174,"Other Specialist"
5,2,3,0.282608695652174,"Other Specialist"
10,2,5,0.282608695652174,"Other Specialist"
8,1,10,0.282608695652174,"Other Specialist"
6,1,8,0.282608695652174,"Other Specialist"
7,1,6,0.282608695652174,"Other Specialist"
11,1,7,0.282608695652174,"Other Specialist"
4,1,11,0.282608695652174,"Other Specialist"
8,3,4,0.282608695652174,"Other Specialist"
4,3,8,0.282608695652174,"Other Specialist"
7,3,4,0.282608695652174,"Other Specialist"
3,2,7,0.282608695652174,"Other Specialist"
3,2,3,0.282608695652174,"Other Specialist"
3,3,3,0.282608695652174,"Other Specialist"
1,1,3,0.282608695652174,"Other Specialist"
10,1,1,0.282608695652174,"Other Specialist"
3,2,10,0.282608695652174,"Other Specialist"
7,1,3,0.282608695652174,"Other Specialist"
2,0,0,0.282608695652174,"Other Specialist"
3,0,2,0.282608695652174,"Other Specialist"
2,1,3,0.282608695652174,"Other Specialist"
3,1,2,0.282608695652174,"Other Specialist"
2,1,3,0.282608695652174,"Other Specialist"
0,1,2,0.282608695652174,"Other Specialist"
3,0,0,0.282608695652174,"Other Specialist"
1,2,3,0.282608695652174,"Other Specialist"
3,4,1,0.282608695652174,"Other Specialist"
0,2,3,0.282608695652174,"Other Specialist"
3,3,0,0.282608695652174,"Other Specialist"
0,3,3,0.282608695652174,"Other Specialist"
2,4,0,0.282608695652174,"Other Specialist"
1,2,2,0.282608695652174,"Other Specialist"
1,3,1,0.282608695652174,"Other Specialist"
2,3,1,0.282608695652174,"Other Specialist"
1,2,2,0.282608695652174,"Other Specialist"
1,1,1,0.282608695652174,"Other Specialist"
0,1,1,0.282608695652174,"Other Specialist"
0,1,0,0.282608695652174,"Other Specialist"
1,2,0,0.282608695652174,"Other Specialist"
0,1,1,0.282608695652174,"Other Specialist"
4,1,0,0.282608695652174,"Other Specialist"
0,2,5,1.2304347826087,"General Physician"
16,3,0,1.2304347826087,"General Physician"
9,2,16,1.2304347826087,"General Physician"
8,2,9,1.2304347826087,"General Physician"
12,3,8,1.2304347826087,"General Physician"
13,2,12,1.2304347826087,"General Physician"
12,3,13,1.2304347826087,"General Physician"
2,3,12,1.2304347826087,"General Physician"
3,4,2,1.2304347826087,"General Physician"
9,2,3,1.2304347826087,"General Physician"
4,4,9,1.2304347826087,"General Physician"
6,3,4,1.2304347826087,"General Physician"
8,1,6,1.2304347826087,"General Physician"
0,2,8,1.2304347826087,"General Physician"
10,2,0,1.2304347826087,"General Physician"
10,2,10,1.2304347826087,"General Physician"
4,2,10,1.2304347826087,"General Physician"
5,1,4,1.2304347826087,"General Physician"
8,2,5,1.2304347826087,"General Physician"
1,3,8,1.2304347826087,"General Physician"
1,2,1,1.2304347826087,"General Physician"
0,2,1,1.2304347826087,"General Physician"
4,4,0,1.2304347826087,"General Physician"
13,2,10,1.33913043478261,"General Physician"
13,3,13,1.33913043478261,"General Physician"
2,4,13,1.33913043478261,"General Physician"
7,3,2,1.33913043478261,"General Physician"
8,2,7,1.33913043478261,"General Physician"
9,2,8,1.33913043478261,"General Physician"
1,1,9,1.33913043478261,"General Physician"
3,4,1,1.33913043478261,"General Physician"
6,2,3,1.33913043478261,"General Physician"
1,3,6,1.33913043478261,"General Physician"
4,2,1,1.33913043478261,"General Physician"
4,4,4,1.33913043478261,"General Physician"
6,3,4,1.33913043478261,"General Physician"
6,2,6,1.33913043478261,"General Physician"
3,1,6,1.33913043478261,"General Physician"
4,4,3,1.33913043478261,"General Physician"
4,4,4,1.33913043478261,"General Physician"
10,1,4,1.33913043478261,"General Physician"
8,5,10,1.33913043478261,"General Physician"
10,3,8,1.33913043478261,"General Physician"
8,4,10,1.33913043478261,"General Physician"
3,2,8,1.33913043478261,"General Physician"
10,3,3,1.33913043478261,"General Physician"
11,1,12,0.439130434782609,"General Physician"
19,1,11,0.439130434782609,"General Physician"
1,1,19,0.439130434782609,"General Physician"
3,3,1,0.439130434782609,"General Physician"
9,0,3,0.439130434782609,"General Physician"
7,2,9,0.439130434782609,"General Physician"
8,4,7,0.439130434782609,"General Physician"
8,1,8,0.439130434782609,"General Physician"
0,0,8,0.439130434782609,"General Physician"
0,3,0,0.439130434782609,"General Physician"
7,2,0,0.439130434782609,"General Physician"
3,2,7,0.439130434782609,"General Physician"
10,2,3,0.439130434782609,"General Physician"
10,3,10,0.439130434782609,"General Physician"
2,1,10,0.439130434782609,"General Physician"
15,2,2,0.439130434782609,"General Physician"
6,3,15,0.439130434782609,"General Physician"
5,0,6,0.439130434782609,"General Physician"
11,2,5,0.439130434782609,"General Physician"
7,3,11,0.439130434782609,"General Physician"
8,2,7,0.439130434782609,"General Physician"
8,3,8,0.439130434782609,"General Physician"
3,5,8,0.439130434782609,"General Physician"
2,1,0,0.0782608695652174,"General Physician"
0,0,2,0.0782608695652174,"General Physician"
1,0,0,0.0782608695652174,"General Physician"
1,0,1,0.0782608695652174,"General Physician"
2,0,1,0.0782608695652174,"General Physician"
3,1,2,0.0782608695652174,"General Physician"
3,0,3,0.0782608695652174,"General Physician"
4,0,3,0.0782608695652174,"General Physician"
2,0,4,0.0782608695652174,"General Physician"
7,0,2,0.0782608695652174,"General Physician"
3,0,7,0.0782608695652174,"General Physician"
3,1,3,0.0782608695652174,"General Physician"
4,0,3,0.0782608695652174,"General Physician"
6,0,4,0.0782608695652174,"General Physician"
7,0,6,0.0782608695652174,"General Physician"
2,1,7,0.0782608695652174,"General Physician"
5,1,2,0.0782608695652174,"General Physician"
1,1,5,0.0782608695652174,"General Physician"
1,2,1,0.0782608695652174,"General Physician"
3,1,1,0.0782608695652174,"General Physician"
5,2,3,0.0782608695652174,"General Physician"
3,2,5,0.0782608695652174,"General Physician"
0,1,3,0.0782608695652174,"General Physician"
3,3,5,0.321739130434783,"General Physician"
5,1,3,0.321739130434783,"General Physician"
2,2,5,0.321739130434783,"General Physician"
4,1,2,0.321739130434783,"General Physician"
1,1,4,0.321739130434783,"General Physician"
2,2,1,0.321739130434783,"General Physician"
0,2,2,0.321739130434783,"General Physician"
0,3,0,0.321739130434783,"General Physician"
4,5,0,0.321739130434783,"General Physician"
3,1,4,0.321739130434783,"General Physician"
3,3,3,0.321739130434783,"General Physician"
2,1,3,0.321739130434783,"General Physician"
3,2,2,0.321739130434783,"General Physician"
4,2,3,0.321739130434783,"General Physician"
2,3,4,0.321739130434783,"General Physician"
1,1,2,0.321739130434783,"General Physician"
1,2,1,0.321739130434783,"General Physician"
2,0,1,0.321739130434783,"General Physician"
1,4,2,0.321739130434783,"General Physician"
1,2,1,0.321739130434783,"General Physician"
1,6,1,0.321739130434783,"General Physician"
0,4,1,0.321739130434783,"General Physician"
4,4,0,0.321739130434783,"General Physician"
1,2,3,4.29130434782609,"General Physician"
4,2,1,4.29130434782609,"General Physician"
4,3,4,4.29130434782609,"General Physician"
3,4,4,4.29130434782609,"General Physician"
4,1,3,4.29130434782609,"General Physician"
6,3,4,4.29130434782609,"General Physician"
5,3,6,4.29130434782609,"General Physician"
4,4,5,4.29130434782609,"General Physician"
3,3,4,4.29130434782609,"General Physician"
2,2,3,4.29130434782609,"General Physician"
5,3,2,4.29130434782609,"General Physician"
7,4,5,4.29130434782609,"General Physician"
6,3,7,4.29130434782609,"General Physician"
2,3,6,4.29130434782609,"General Physician"
5,2,2,4.29130434782609,"General Physician"
4,1,5,4.29130434782609,"General Physician"
1,3,4,4.29130434782609,"General Physician"
3,4,1,4.29130434782609,"General Physician"
5,3,3,4.29130434782609,"General Physician"
6,3,5,4.29130434782609,"General Physician"
9,3,6,4.29130434782609,"General Physician"
7,7,9,4.29130434782609,"General Physician"
5,8,7,4.29130434782609,"General Physician"
1,0,0,0.134782608695652,"Other Specialist"
3,5,1,0.134782608695652,"Other Specialist"
5,1,3,0.134782608695652,"Other Specialist"
1,1,5,0.134782608695652,"Other Specialist"
3,0,1,0.134782608695652,"Other Specialist"
2,1,3,0.134782608695652,"Other Specialist"
2,1,2,0.134782608695652,"Other Specialist"
3,1,2,0.134782608695652,"Other Specialist"
5,1,3,0.134782608695652,"Other Specialist"
4,3,5,0.134782608695652,"Other Specialist"
2,2,4,0.134782608695652,"Other Specialist"
1,2,2,0.134782608695652,"Other Specialist"
1,0,1,0.134782608695652,"Other Specialist"
1,0,1,0.134782608695652,"Other Specialist"
2,0,1,0.134782608695652,"Other Specialist"
2,0,2,0.134782608695652,"Other Specialist"
4,0,2,0.134782608695652,"Other Specialist"
1,0,4,0.134782608695652,"Other Specialist"
3,1,1,0.134782608695652,"Other Specialist"
2,1,3,0.134782608695652,"Other Specialist"
3,1,2,0.134782608695652,"Other Specialist"
4,1,3,0.134782608695652,"Other Specialist"
1,3,4,0.134782608695652,"Other Specialist"
4,1,6,0.247826086956522,"General Physician"
3,2,4,0.247826086956522,"General Physician"
2,2,3,0.247826086956522,"General Physician"
1,1,2,0.247826086956522,"General Physician"
1,0,1,0.247826086956522,"General Physician"
2,1,1,0.247826086956522,"General Physician"
0,1,2,0.247826086956522,"General Physician"
0,1,0,0.247826086956522,"General Physician"
4,3,0,0.247826086956522,"General Physician"
1,1,4,0.247826086956522,"General Physician"
1,2,1,0.247826086956522,"General Physician"
5,2,1,0.247826086956522,"General Physician"
3,2,5,0.247826086956522,"General Physician"
0,3,3,0.247826086956522,"General Physician"
1,4,0,0.247826086956522,"General Physician"
4,2,1,0.247826086956522,"General Physician"
1,2,4,0.247826086956522,"General Physician"
3,0,1,0.247826086956522,"General Physician"
4,1,3,0.247826086956522,"General Physician"
1,2,4,0.247826086956522,"General Physician"
3,1,1,0.247826086956522,"General Physician"
1,3,3,0.247826086956522,"General Physician"
4,3,1,0.247826086956522,"General Physician"
0,0,0,0.0260869565217391,"General Physician"
0,0,0,0.0260869565217391,"General Physician"
0,0,0,0.0260869565217391,"General Physician"
0,0,0,0.0260869565217391,"General Physician"
0,0,0,0.0260869565217391,"General Physician"
2,0,0,0.0260869565217391,"General Physician"
0,0,2,0.0260869565217391,"General Physician"
0,1,0,0.0260869565217391,"General Physician"
0,0,0,0.0260869565217391,"General Physician"
1,0,0,0.0260869565217391,"General Physician"
1,0,1,0.0260869565217391,"General Physician"
3,0,1,0.0260869565217391,"General Physician"
1,0,3,0.0260869565217391,"General Physician"
5,1,1,0.0260869565217391,"General Physician"
2,1,5,0.0260869565217391,"General Physician"
1,0,2,0.0260869565217391,"General Physician"
5,1,1,0.0260869565217391,"General Physician"
1,0,5,0.0260869565217391,"General Physician"
5,0,1,0.0260869565217391,"General Physician"
4,2,5,0.0260869565217391,"General Physician"
4,0,4,0.0260869565217391,"General Physician"
3,0,4,0.0260869565217391,"General Physician"
1,0,3,0.0260869565217391,"General Physician"
4,0,0,0.282608695652174,"General Physician"
7,1,4,0.282608695652174,"General Physician"
3,1,7,0.282608695652174,"General Physician"
5,4,3,0.282608695652174,"General Physician"
1,1,5,0.282608695652174,"General Physician"
1,1,1,0.282608695652174,"General Physician"
6,4,1,0.282608695652174,"General Physician"
1,4,6,0.282608695652174,"General Physician"
1,1,1,0.282608695652174,"General Physician"
4,2,1,0.282608695652174,"General Physician"
4,3,4,0.282608695652174,"General Physician"
2,2,4,0.282608695652174,"General Physician"
0,1,2,0.282608695652174,"General Physician"
2,4,0,0.282608695652174,"General Physician"
3,1,2,0.282608695652174,"General Physician"
5,1,3,0.282608695652174,"General Physician"
3,1,5,0.282608695652174,"General Physician"
2,1,3,0.282608695652174,"General Physician"
0,0,2,0.282608695652174,"General Physician"
0,1,0,0.282608695652174,"General Physician"
2,3,0,0.282608695652174,"General Physician"
2,3,2,0.282608695652174,"General Physician"
0,2,2,0.282608695652174,"General Physician"
1,0,4,0.00434782608695652,"Other Specialist"
0,0,1,0.00434782608695652,"Other Specialist"
2,0,0,0.00434782608695652,"Other Specialist"
4,0,2,0.00434782608695652,"Other Specialist"
3,0,4,0.00434782608695652,"Other Specialist"
9,0,3,0.00434782608695652,"Other Specialist"
7,0,9,0.00434782608695652,"Other Specialist"
7,0,7,0.00434782608695652,"Other Specialist"
3,0,7,0.00434782608695652,"Other Specialist"
2,0,3,0.00434782608695652,"Other Specialist"
5,1,2,0.00434782608695652,"Other Specialist"
10,2,5,0.00434782608695652,"Other Specialist"
1,0,10,0.00434782608695652,"Other Specialist"
1,2,1,0.00434782608695652,"Other Specialist"
2,2,1,0.00434782608695652,"Other Specialist"
5,1,2,0.00434782608695652,"Other Specialist"
3,1,5,0.00434782608695652,"Other Specialist"
5,2,3,0.00434782608695652,"Other Specialist"
3,2,5,0.00434782608695652,"Other Specialist"
0,2,3,0.00434782608695652,"Other Specialist"
4,0,0,0.00434782608695652,"Other Specialist"
0,1,4,0.00434782608695652,"Other Specialist"
3,2,0,0.00434782608695652,"Other Specialist"
0,0,2,0.104347826086957,"Other Specialist"
0,0,0,0.104347826086957,"Other Specialist"
0,1,0,0.104347826086957,"Other Specialist"
1,0,0,0.104347826086957,"Other Specialist"
1,0,1,0.104347826086957,"Other Specialist"
0,1,1,0.104347826086957,"Other Specialist"
0,0,0,0.104347826086957,"Other Specialist"
1,1,0,0.104347826086957,"Other Specialist"
1,2,1,0.104347826086957,"Other Specialist"
0,0,1,0.104347826086957,"Other Specialist"
0,3,0,0.104347826086957,"Other Specialist"
2,0,0,0.104347826086957,"Other Specialist"
1,1,2,0.104347826086957,"Other Specialist"
1,2,1,0.104347826086957,"Other Specialist"
0,2,1,0.104347826086957,"Other Specialist"
1,1,0,0.104347826086957,"Other Specialist"
2,0,1,0.104347826086957,"Other Specialist"
1,0,2,0.104347826086957,"Other Specialist"
1,1,1,0.104347826086957,"Other Specialist"
2,0,1,0.104347826086957,"Other Specialist"
1,0,2,0.104347826086957,"Other Specialist"
2,0,1,0.104347826086957,"Other Specialist"
0,0,2,0.104347826086957,"Other Specialist"
22,0,14,0.569565217391304,"Area Specialist"
23,0,22,0.569565217391304,"Area Specialist"
21,2,23,0.569565217391304,"Area Specialist"
31,0,21,0.569565217391304,"Area Specialist"
20,0,31,0.569565217391304,"Area Specialist"
33,1,20,0.569565217391304,"Area Specialist"
20,3,33,0.569565217391304,"Area Specialist"
18,1,20,0.569565217391304,"Area Specialist"
25,1,18,0.569565217391304,"Area Specialist"
29,1,25,0.569565217391304,"Area Specialist"
19,0,29,0.569565217391304,"Area Specialist"
23,2,19,0.569565217391304,"Area Specialist"
15,3,23,0.569565217391304,"Area Specialist"
13,3,15,0.569565217391304,"Area Specialist"
14,3,13,0.569565217391304,"Area Specialist"
11,2,14,0.569565217391304,"Area Specialist"
14,1,11,0.569565217391304,"Area Specialist"
10,3,14,0.569565217391304,"Area Specialist"
9,1,10,0.569565217391304,"Area Specialist"
6,3,9,0.569565217391304,"Area Specialist"
7,3,6,0.569565217391304,"Area Specialist"
9,2,7,0.569565217391304,"Area Specialist"
6,3,9,0.569565217391304,"Area Specialist"
7,2,12,1.55652173913043,"General Physician"
13,4,7,1.55652173913043,"General Physician"
14,3,13,1.55652173913043,"General Physician"
5,1,14,1.55652173913043,"General Physician"
10,2,5,1.55652173913043,"General Physician"
7,2,10,1.55652173913043,"General Physician"
12,1,7,1.55652173913043,"General Physician"
15,1,12,1.55652173913043,"General Physician"
4,3,15,1.55652173913043,"General Physician"
10,3,4,1.55652173913043,"General Physician"
8,3,10,1.55652173913043,"General Physician"
8,4,8,1.55652173913043,"General Physician"
7,2,8,1.55652173913043,"General Physician"
8,5,7,1.55652173913043,"General Physician"
12,4,8,1.55652173913043,"General Physician"
3,6,12,1.55652173913043,"General Physician"
8,2,3,1.55652173913043,"General Physician"
9,4,8,1.55652173913043,"General Physician"
1,5,9,1.55652173913043,"General Physician"
2,2,1,1.55652173913043,"General Physician"
9,4,2,1.55652173913043,"General Physician"
12,5,9,1.55652173913043,"General Physician"
7,4,12,1.55652173913043,"General Physician"
2,3,0,1.15652173913043,"General Physician"
1,3,2,1.15652173913043,"General Physician"
0,4,1,1.15652173913043,"General Physician"
2,3,0,1.15652173913043,"General Physician"
3,2,2,1.15652173913043,"General Physician"
0,3,3,1.15652173913043,"General Physician"
3,4,0,1.15652173913043,"General Physician"
2,4,3,1.15652173913043,"General Physician"
0,3,2,1.15652173913043,"General Physician"
4,3,0,1.15652173913043,"General Physician"
1,3,4,1.15652173913043,"General Physician"
1,3,1,1.15652173913043,"General Physician"
4,2,1,1.15652173913043,"General Physician"
1,2,4,1.15652173913043,"General Physician"
2,3,1,1.15652173913043,"General Physician"
0,2,2,1.15652173913043,"General Physician"
1,3,0,1.15652173913043,"General Physician"
2,2,1,1.15652173913043,"General Physician"
0,4,2,1.15652173913043,"General Physician"
1,4,0,1.15652173913043,"General Physician"
0,0,1,1.15652173913043,"General Physician"
2,4,0,1.15652173913043,"General Physician"
0,5,2,1.15652173913043,"General Physician"
0,1,0,0.247826086956522,"General Physician"
3,1,0,0.247826086956522,"General Physician"
2,2,3,0.247826086956522,"General Physician"
0,2,2,0.247826086956522,"General Physician"
1,4,0,0.247826086956522,"General Physician"
0,0,1,0.247826086956522,"General Physician"
0,2,0,0.247826086956522,"General Physician"
1,2,0,0.247826086956522,"General Physician"
2,2,1,0.247826086956522,"General Physician"
0,2,2,0.247826086956522,"General Physician"
0,2,0,0.247826086956522,"General Physician"
2,2,0,0.247826086956522,"General Physician"
0,1,2,0.247826086956522,"General Physician"
0,0,0,0.247826086956522,"General Physician"
0,2,0,0.247826086956522,"General Physician"
0,2,0,0.247826086956522,"General Physician"
0,2,0,0.247826086956522,"General Physician"
8,1,0,0.247826086956522,"General Physician"
2,1,8,0.247826086956522,"General Physician"
0,0,2,0.247826086956522,"General Physician"
0,0,0,0.247826086956522,"General Physician"
0,0,0,0.247826086956522,"General Physician"
0,0,0,0.247826086956522,"General Physician"
1,2,2,0.521739130434783,"General Physician"
6,1,1,0.521739130434783,"General Physician"
7,2,6,0.521739130434783,"General Physician"
3,0,7,0.521739130434783,"General Physician"
0,0,3,0.521739130434783,"General Physician"
1,0,0,0.521739130434783,"General Physician"
1,1,1,0.521739130434783,"General Physician"
0,1,1,0.521739130434783,"General Physician"
0,1,0,0.521739130434783,"General Physician"
0,1,0,0.521739130434783,"General Physician"
1,3,0,0.521739130434783,"General Physician"
1,1,1,0.521739130434783,"General Physician"
1,1,1,0.521739130434783,"General Physician"
6,2,1,0.521739130434783,"General Physician"
0,3,6,0.521739130434783,"General Physician"
1,0,0,0.521739130434783,"General Physician"
4,1,1,0.521739130434783,"General Physician"
0,0,4,0.521739130434783,"General Physician"
0,3,0,0.521739130434783,"General Physician"
3,2,0,0.521739130434783,"General Physician"
1,0,3,0.521739130434783,"General Physician"
1,3,1,0.521739130434783,"General Physician"
1,3,1,0.521739130434783,"General Physician"
0,0,0,0.0260869565217391,"General Physician"
0,0,0,0.0260869565217391,"General Physician"
0,0,0,0.0260869565217391,"General Physician"
0,0,0,0.0260869565217391,"General Physician"
0,0,0,0.0260869565217391,"General Physician"
0,0,0,0.0260869565217391,"General Physician"
0,0,0,0.0260869565217391,"General Physician"
0,0,0,0.0260869565217391,"General Physician"
0,0,0,0.0260869565217391,"General Physician"
0,0,0,0.0260869565217391,"General Physician"
0,0,0,0.0260869565217391,"General Physician"
0,0,0,0.0260869565217391,"General Physician"
3,0,0,0.0260869565217391,"General Physician"
1,1,3,0.0260869565217391,"General Physician"
0,0,1,0.0260869565217391,"General Physician"
2,0,0,0.0260869565217391,"General Physician"
8,0,2,0.0260869565217391,"General Physician"
5,0,8,0.0260869565217391,"General Physician"
7,0,5,0.0260869565217391,"General Physician"
4,0,7,0.0260869565217391,"General Physician"
4,0,4,0.0260869565217391,"General Physician"
8,0,4,0.0260869565217391,"General Physician"
4,0,8,0.0260869565217391,"General Physician"
0,0,0,0.0217391304347826,"General Physician"
0,0,0,0.0217391304347826,"General Physician"
0,1,0,0.0217391304347826,"General Physician"
4,0,0,0.0217391304347826,"General Physician"
0,1,4,0.0217391304347826,"General Physician"
0,0,0,0.0217391304347826,"General Physician"
0,0,0,0.0217391304347826,"General Physician"
0,1,0,0.0217391304347826,"General Physician"
0,1,0,0.0217391304347826,"General Physician"
0,0,0,0.0217391304347826,"General Physician"
0,0,0,0.0217391304347826,"General Physician"
0,0,0,0.0217391304347826,"General Physician"
0,0,0,0.0217391304347826,"General Physician"
0,0,0,0.0217391304347826,"General Physician"
0,1,0,0.0217391304347826,"General Physician"
0,0,0,0.0217391304347826,"General Physician"
0,0,0,0.0217391304347826,"General Physician"
0,1,0,0.0217391304347826,"General Physician"
0,1,0,0.0217391304347826,"General Physician"
0,1,0,0.0217391304347826,"General Physician"
0,4,0,0.0217391304347826,"General Physician"
0,2,0,0.0217391304347826,"General Physician"
0,2,0,0.0217391304347826,"General Physician"
2,1,1,0.130434782608696,"General Physician"
3,1,2,0.130434782608696,"General Physician"
0,1,3,0.130434782608696,"General Physician"
0,3,0,0.130434782608696,"General Physician"
1,3,0,0.130434782608696,"General Physician"
2,2,1,0.130434782608696,"General Physician"
0,3,2,0.130434782608696,"General Physician"
1,5,0,0.130434782608696,"General Physician"
1,4,1,0.130434782608696,"General Physician"
2,5,1,0.130434782608696,"General Physician"
1,4,2,0.130434782608696,"General Physician"
3,1,1,0.130434782608696,"General Physician"
1,3,3,0.130434782608696,"General Physician"
1,1,1,0.130434782608696,"General Physician"
1,3,1,0.130434782608696,"General Physician"
6,1,1,0.130434782608696,"General Physician"
1,1,6,0.130434782608696,"General Physician"
3,2,1,0.130434782608696,"General Physician"
1,0,3,0.130434782608696,"General Physician"
2,1,1,0.130434782608696,"General Physician"
2,1,2,0.130434782608696,"General Physician"
1,1,2,0.130434782608696,"General Physician"
0,2,1,0.130434782608696,"General Physician"
3,1,5,0.352173913043478,"General Physician"
5,4,3,0.352173913043478,"General Physician"
9,3,5,0.352173913043478,"General Physician"
4,3,9,0.352173913043478,"General Physician"
6,2,4,0.352173913043478,"General Physician"
